NEWID,AGE,AGE_,ANGOVRTX,ANGO_RTX,ANPRVPNX,ANPR_PNX,ANRRDEDX,ANRR_EDX,ARM_FORC,ARM__ORC,CU_CODE,EARNER,EARNER_,EARNTYPE,EARN_YPE,EDUCA,EDUCA_,EMPLCONT,EMPL_ONT,GOVRETX,GOVRETX_,GROSPAYX,GROS_AYX,IN_COLL,IN_COLL_,INC_HRSQ,INC__RSQ,INCMEDCR,INCM_DCR,INCNONWK,INCN_NWK,INCOMEY,INCOMEY_,INCWEEKQ,INCW_EKQ,INDRETX,INDRETX_,JSSDEDX,JSSDEDX_,MARITAL,MEDICOV,MEDICOV_,MEMBNO,OCCUCODE,OCCU_ODE,PAYPERD,PAYPERD_,PRIVPENX,PRIV_ENX,RRRDEDX,RRRDEDX_,RRRETIRX,RRRE_IRX,SALARYX,SALARYX_,SCHMLWKQ,SCHM_WKQ,SEX,SLFEMPSS,SLFE_PSS,SOCRRX,SOCRRX_,SS_RRQ,SS_RRQ_,SSIX,SSIX_,SSNORM,SSNORM_,SALARYB,SALARYB_,SALARYBX,SALA_YBX,RRRETIRB,RRRE_IRB,RRRETRBX,RRRE_RBX,SSIB,SSIB_,SSIBX,SSIBX_,HORIGIN,HISPANIC,HISP_NIC,MEMBRACE,RC_WHITE,RC_W_ITE,RC_BLACK,RC_B_ACK,RC_NATAM,RC_N_TAM,RC_ASIAN,RC_A_IAN,RC_PACIL,RC_P_CIL,RC_OTHER,RC_O_HER,RC_DK,RC_DK_,ASIAN,ASIAN_,ANGOVRTM,ANGO_RTM,ANPRVPNM,ANPR_PNM,ANRRDEDM,ANRR_EDM,JSSDEDXM,JSSD_DXM,JSSDEDX1,JSSDEDX2,JSSDEDX3,JSSDEDX4,JSSDEDX5,RRRETIRM,RRRE_IRM,RRRETIR1,RRRETIR2,RRRETIR3,RRRETIR4,RRRETIR5,RRRETIRI,SALARYXM,SALA_YXM,SALARYX1,SALARYX2,SALARYX3,SALARYX4,SALARYX5,SALARYXI,SLFEMPSM,SLFE_PSM,SLFEMPS1,SLFEMPS2,SLFEMPS3,SLFEMPS4,SLFEMPS5,SOCRRXM,SOCRRXM_,SOCRRX1,SOCRRX2,SOCRRX3,SOCRRX4,SOCRRX5,SSIXM,SSIXM_,SSIX1,SSIX2,SSIX3,SSIX4,SSIX5,SSIXI,PAYSTUB,PAYSTUB_,SCHLMLPD,SCHL_LPD,SEMPFRM1,SEMPFRM2,SEMPFRM3,SEMPFRM4,SEMPFRM5,SEMPFRMI,SCHLMLX,SCHLMLX_,SEMPFRMX,SEMP_RMX,SEMPFRMM,SEMP_RMM,SMPFRMB,SMPFRMB_,SMPFRMBX,SMPF_MBX,SOCSRRET,SOCS_RET,TAX__NIT,TU_CODE_,TU_D_NDT,WKSTATUS,TRAN_MTX,TRAN_AYX,TRANPD_,TRANPD,TRANDAYX,TRANAMTX,VETERAN,VETERAN_,SCHLMLRX,SCHL_LRX,TAX_UNIT,TU_CODE,TU_DPNDT
04755103,37,D,,A,,A,,A,2,D,2,1,D,1,D,7,D,2,D,,A,,C,3,D,40,D,,A,,A,1,D,52,D,,A,3290,D,1,2,D,2,10,D,2,D,,A,,A,,A,,C,,A,1,0,D,0,D,,A,,A,,A,07,D,43000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3447.0,D,3242,3224,3389,3804,3576,,A,,,,,,100,45058.0,D,42381,42144,44298,49724,46743,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,2,B
04755103,11,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,3,,A,,A,,A,,A,,A,,A,8,D,2,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,2,D,,,,,,,10,D,,A,,A,,A,,A,,A,D,D,D,,A,A,A,,,,,A,,A,1,3,1
04755103,6,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,4,,A,,A,,A,,A,,A,,A,8,D,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,2,D,,,,,,,10,D,,A,,A,,A,,A,,A,D,D,D,,A,A,A,,,,,A,,A,1,3,1
04755113,72,D,,A,,A,,A,,A,1,2,D,,A,4,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,2,,A,1,,A,,A,,A,,A,,C,,A,,A,2,,A,28230,D,12,D,,A,,A,,A,,A,4,D,1102,D,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1229.0,D,1221,1267,1147,1257,1253,301,,A,,,,,,100,,A,,,,,,16530.0,D,16434,16986,15546,16866,16818,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,2,D,,A,1,1,1
04755163,28,D,,A,,A,,A,2,D,1,1,D,1,D,8,D,2,D,,A,1800,D,3,D,55,D,,A,,A,1,D,50,D,120,D,4284,D,5,2,D,1,01,D,2,D,,A,,A,,A,56000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,6,1,D,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,4284.0,D,4284,4284,4284,4284,4284,,A,,,,,,100,56000.0,D,56000,56000,56000,56000,56000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04755163,46,D,,A,,A,,A,2,D,6,1,D,3,D,4,D,2,D,,A,,C,3,D,40,D,,A,,A,1,D,48,D,,A,3290,D,5,,A,2,12,D,1,D,,A,,A,,A,,C,,A,1,0,D,0,D,,A,,A,2,D,07,D,43000,D,,A,,A,,A,,A,1,1,D,6,1,D,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,3321.4,D,3337,3362,3275,3373,3260,,A,,,,,,100,43416.2,D,43621,43945,42816,44089,42610,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,2,1,B
04755163,65,D,,A,,A,,A,2,D,7,2,D,,A,2,D,,A,,A,,A,,A,,A,1,D,1,D,,A,0,D,,A,,A,2,,A,3,,A,,A,,A,,A,,C,,A,,A,2,,A,28230,D,12,D,,A,,A,,A,,A,4,D,1102,D,,A,,A,1,1,D,6,1,D,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,,A,,,,,,1140.6,D,1063,1202,1029,1188,1221,301,,A,,,,,,100,,A,,,,,,15469.0,D,14538,16206,14130,16038,16434,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,2,D,,A,1,3,1
04755163,49,D,,A,,A,,A,2,D,6,1,D,3,D,3,D,2,D,,A,,C,,A,40,D,,A,,A,1,D,47,D,,A,3672,D,4,2,D,4,10,D,1,D,,A,,A,,A,48000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,6,1,D,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,3672.0,D,3672,3672,3672,3672,3672,,A,,,,,,100,48000.0,D,48000,48000,48000,48000,48000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,3,1,B
04755183,26,D,,A,,A,,A,2,D,1,1,D,1,D,7,D,1,D,,A,6820,D,3,D,45,D,,A,,A,1,D,52,D,12000,D,5738,D,5,,C,1,10,D,3,D,,A,,A,,A,75000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5738.0,D,5738,5738,5738,5738,5738,,A,,,,,,100,75000.0,D,75000,75000,75000,75000,75000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04755273,72,D,,A,,A,,A,,A,1,2,D,,A,7,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,3,,A,1,,A,,A,,A,,A,2950,D,,A,,A,2,,A,37182,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,2950.0,D,2950,2950,2950,2950,2950,100,,A,,,,,,100,,A,,,,,,37182.0,D,37182,37182,37182,37182,37182,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,2,D,,A,1,1,1
04755283,71,D,,B,,B,,B,,A,1,1,D,1,D,8,D,,B,,B,,B,3,D,40,D,1,D,,A,1,D,52,D,,A,0,D,5,,A,1,01,D,,B,,B,,B,1200,D,,B,,A,2,0,D,16182,D,12,D,,A,,A,,B,,B,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,B,,B,,B,2078.8,D,320,1657,2897,4131,1389,1200.0,D,1200,1200,1200,1200,1200,100,27173.0,D,4186,21654,37865,53999,18161,201,0.0,D,0,0,0,0,0,16182.0,D,16182,16182,16182,16182,16182,,A,,,,,,100,,A,,A,1,1,1,1,1,100,,A,1,D,1,D,,A,,A,1,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04755303,46,D,1360,D,1632,D,,A,2,D,1,1,D,3,D,4,D,2,D,50,D,1250,D,3,D,40,D,,A,,A,3,D,32,D,,A,2601,D,1,2,D,1,03,D,2,D,60,D,,A,,A,,C,,A,2,0,D,0,D,,A,,A,,A,06,D,34000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,1369,D,1643,D,,A,2619.2,D,2855,2789,2837,2297,2318,,A,,,,,,100,34235.8,D,37314,36454,37087,30022,30302,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04755303,48,D,,A,20000,D,,A,2,D,2,1,D,1,D,6,D,1,D,,A,1850,D,3,D,55,D,,A,,A,1,D,52,D,,A,7650,D,1,,C,2,10,D,1,D,400,D,,A,,A,,C,,A,1,0,D,0,D,,A,,A,,A,10,D,100000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,20885,D,,A,7988.6,D,7696,7255,7886,8767,8339,,A,,,,,,100,104425.2,D,100596,94842,103081,114600,109007,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,D,,A,1,2,B
04755303,18,D,,B,,B,,A,2,D,3,1,D,4,D,5,D,2,D,,C,250,D,1,D,32,D,,A,,A,4,D,12,D,,A,268,D,5,2,D,3,10,D,2,D,,C,,A,,A,3500,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,B,,B,,A,268.0,D,268,268,268,268,268,,A,,,,,,100,3500.0,D,3500,3500,3500,3500,3500,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,2,D,,A,1,3,1
04755343,76,D,,A,,A,,A,,A,1,2,D,,A,5,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,2,,A,1,,A,,A,,A,,A,,C,,A,,A,2,,A,42582,D,12,D,,A,,A,,A,,A,6,D,1700,D,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,2153.2,D,1811,2758,2108,1981,2108,301,,A,,,,,,100,,A,,,,,,27620.0,D,23514,34878,27078,25554,27078,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,2,D,,A,1,1,1
04755363,59,D,,A,,A,,A,2,D,1,1,D,1,D,3,D,1,D,,A,1200,D,,A,40,D,,A,,A,1,D,52,D,,A,5814,D,1,2,D,1,13,D,1,D,,A,,A,,A,76000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,6,D,1,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,5814.0,D,5814,5814,5814,5814,5814,,A,,,,,,100,76000.0,D,76000,76000,76000,76000,76000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04755363,55,D,,A,,A,,A,2,D,2,2,D,,A,2,D,,A,,A,,A,,A,,A,1,D,4,D,,A,0,D,,A,,A,1,,A,2,,A,,A,,A,,A,345,D,,A,,A,2,,A,5922,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,1,6,D,1,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,,A,,,,,,345.0,D,345,345,345,345,345,100,,A,,,,,,100,,A,,,,,,5922.0,D,5922,5922,5922,5922,5922,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,2,D,,A,1,2,1
04755373,56,D,,A,,B,,A,2,D,1,1,D,1,D,4,D,1,D,,A,,C,3,D,40,D,,A,,A,1,D,52,D,,C,11029,D,1,2,D,1,03,D,2,D,,C,,A,,A,,C,,A,2,0,D,0,D,,A,,A,,A,11,D,150000,D,,A,,A,,A,,A,1,6,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,10905.6,D,9412,11249,11373,11003,11491,,A,,,,,,100,158410.0,D,123034,165197,173718,148235,181866,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04755373,53,D,,A,,B,,A,2,D,2,1,D,1,D,4,D,1,D,,A,,C,3,D,40,D,,A,,A,1,D,52,D,,C,11029,D,1,2,D,2,03,D,2,D,,C,,A,,A,,C,,A,2,0,D,0,D,,A,,A,,A,11,D,150000,D,,A,,A,,A,,A,1,6,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,11214.8,D,11592,11121,11372,10538,11451,,A,,,,,,100,167168.4,D,188863,156374,173703,137748,179154,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,2,1,B
04755383,54,D,,A,,A,,A,2,D,2,1,D,1,D,7,D,2,D,,A,1300,D,3,D,40,D,,A,,A,1,D,52,D,,C,1607,D,1,1,D,1,10,D,2,D,,A,,A,,A,21000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1607.0,D,1607,1607,1607,1607,1607,,A,,,,,,100,21000.0,D,21000,21000,21000,21000,21000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04755383,54,D,,A,,A,,A,2,D,1,2,D,,A,6,D,,A,,A,,A,3,D,,A,,A,2,D,,A,0,D,,A,,A,1,,A,2,,A,,A,,A,,A,,A,,A,,A,2,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,2,D,,A,1,2,1
04755383,26,D,,A,,A,,A,2,D,3,2,D,,A,6,D,,A,,A,,A,1,D,,A,,A,3,D,,A,0,D,,A,,A,5,,A,3,,A,,A,,A,,A,,A,,A,,A,2,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,2,D,,A,1,3,1
04755443,60,D,,A,,A,,A,2,D,1,1,D,1,D,3,D,2,D,,A,1300,D,,A,50,D,,A,,A,1,D,52,D,,A,8798,D,1,2,D,1,07,D,1,D,,A,,A,,A,61000,D,,A,1,4131,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,8798.0,D,8798,8798,8798,8798,8798,,A,,,,,,100,61000.0,D,61000,61000,61000,61000,61000,100,4131.0,D,4131,4131,4131,4131,4131,,A,,,,,,,A,,,,,,100,2,D,,A,27000,27000,27000,27000,27000,100,,A,27000,D,27000,D,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,D,,A,1,1,B
04755443,65,D,,A,,A,,A,2,D,2,1,D,2,D,4,D,2,D,,A,250,D,3,D,24,D,1,D,,A,1,D,52,D,,A,918,D,1,2,D,2,05,D,1,D,,A,,A,900,D,,C,,A,2,0,D,12582,D,12,D,,A,,A,03,D,12000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,929.0,D,945,947,813,863,1077,900.0,D,900,900,900,900,900,100,12142.2,D,12349,12380,10625,11279,14078,301,0.0,D,0,0,0,0,0,12582.0,D,12582,12582,12582,12582,12582,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,1,A,A,A,,,,2,D,,A,1,2,1
04755473,43,D,,A,5760,D,,A,2,D,1,1,D,1,D,7,D,1,D,,A,4583,D,3,D,50,D,,A,,A,1,D,52,D,240,D,8415,D,5,2,D,1,03,D,6,D,240,D,,A,,A,110000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,5760,D,,A,8415.0,D,8415,8415,8415,8415,8415,,A,,,,,,100,110000.0,D,110000,110000,110000,110000,110000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04755603,58,D,,A,,A,,A,2,D,1,1,D,3,D,8,D,1,D,,A,5100,D,3,D,60,D,,A,,A,1,D,45,D,7000,D,9945,D,1,2,D,1,03,D,2,D,,A,,A,,A,130000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,9945.0,D,9945,9945,9945,9945,9945,,A,,,,,,100,130000.0,D,130000,130000,130000,130000,130000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04755603,52,D,,A,,A,,A,2,D,2,1,D,3,D,7,D,,A,,A,,A,3,D,60,D,,A,,A,5,D,45,D,,A,9180,D,1,,A,2,03,D,,A,,A,,A,,A,,A,,A,1,9180,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,9180.0,D,9180,9180,9180,9180,9180,,A,,,,,,100,,A,,,,,,100,9180.0,D,9180,9180,9180,9180,9180,,A,,,,,,,A,,,,,,100,,A,,A,60000,60000,60000,60000,60000,100,,A,60000,D,60000,D,,A,,A,2,D,D,D,A,2,A,A,A,,,,2,D,,A,1,2,B
04755693,73,D,,A,,A,,A,,A,1,2,D,,A,5,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,2,,A,1,,A,,A,,A,,A,2200,D,,A,,A,2,,A,28182,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,2200.0,D,2200,2200,2200,2200,2200,100,,A,,,,,,100,,A,,,,,,28182.0,D,28182,28182,28182,28182,28182,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,2,D,,A,1,1,1
04755733,30,D,,A,,A,,A,2,D,1,1,D,2,D,6,D,1,D,,A,,C,3,D,32,D,,A,,A,1,D,52,D,,C,0,D,3,2,D,1,12,D,1,D,,A,,A,,A,,C,,A,1,0,D,0,D,,A,,A,,A,,C,,B,,A,,A,,A,,A,1,6,D,1,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,4223.2,D,2949,7293,1456,7932,1486,,A,,,,,,100,39491.8,D,38045,30759,15659,100411,12585,201,1202.0,D,38,4940,258,251,523,,A,,,,,,,A,,,,,,100,2,D,,A,250,32287,1689,1639,3421,201,,A,,C,7857,D,,C,,B,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04755743,25,D,,A,,A,,A,2,D,1,1,D,3,D,8,D,2,D,,A,2650,D,3,D,45,D,,A,,A,1,D,12,D,,A,5355,D,5,2,D,1,03,D,2,D,,A,,A,,A,70000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5355.0,D,5355,5355,5355,5355,5355,,A,,,,,,100,70000.0,D,70000,70000,70000,70000,70000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04755773,45,D,,B,,A,,A,2,D,1,1,D,1,D,5,D,1,D,,C,,C,3,D,40,D,,A,,A,4,D,52,D,,A,2525,D,5,1,D,1,10,D,2,D,,A,,A,,A,33000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,B,,A,,A,2525.0,D,2525,2525,2525,2525,2525,,A,,,,,,100,33000.0,D,33000,33000,33000,33000,33000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04755773,20,D,,A,,A,,A,2,D,3,1,D,1,D,5,D,2,D,,A,,C,3,D,40,D,,A,,A,1,D,52,D,,A,1530,D,5,2,D,2,05,D,2,D,,A,,A,,A,20000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1530.0,D,1530,1530,1530,1530,1530,,A,,,,,,100,20000.0,D,20000,20000,20000,20000,20000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,3,1,B
04755773,43,D,,A,,A,,A,2,D,0,1,D,1,D,7,D,,C,,A,,C,3,D,40,D,,A,,A,1,D,52,D,,A,4208,D,3,2,D,3,07,D,6,D,,A,,A,,A,,C,,A,1,0,D,0,D,,A,,A,,A,08,D,55000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4285.2,D,4292,3876,4719,4175,4364,,A,,,,,,100,56014.2,D,56099,50669,61683,54569,57051,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,2,1,B
04755803,45,D,,A,,A,,A,2,D,1,1,D,1,D,8,D,,C,,A,,C,3,D,45,D,,A,,A,1,D,52,D,,A,0,D,1,2,D,1,03,D,2,D,,A,,A,,A,,C,,A,1,0,D,0,D,,A,,A,,A,,C,,B,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5628.6,D,5475,5036,5305,6415,5912,,A,,,,,,100,73577.4,D,71567,65832,69342,83859,77287,201,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,D,,A,1,1,B
04755803,44,D,,B,,A,,A,2,D,2,1,D,1,D,7,D,2,D,,C,,C,3,D,50,D,,A,,A,3,D,52,D,,A,11029,D,1,2,D,2,01,D,2,D,,A,,A,,A,,C,,A,2,0,D,0,D,,A,,A,,A,11,D,150000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,B,,A,,A,14802.6,T,14803,14803,14803,14803,14803,,A,,,,,,100,278834.2,T,278834,278834,278834,278834,278834,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,2,B
04755803,18,D,,A,,A,,A,2,D,3,2,D,,A,4,D,,A,,A,,A,3,D,,A,,A,3,D,,A,0,D,,A,,A,5,,A,3,,A,,A,,A,,A,,A,,A,,A,1,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,2,D,,A,1,3,1
04755803,16,D,,A,,A,,A,,A,3,1,D,4,D,3,D,2,D,,A,,C,,A,20,D,,A,,A,1,D,24,D,,A,153,D,5,2,D,4,10,D,2,D,,A,,A,,A,,C,,A,1,0,D,0,D,,A,,A,,A,01,D,2000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,191.4,D,375,237,45,257,43,,A,,,,,,100,2500.8,D,4897,3096,593,3355,563,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,,A,,A,1,3,1
